product_name,product_code,type,revenue_2019,quantity_2019,revenue_2020,quantity_2020,revenue_2021,quantity_2021,revenue_2022,quantity_2022,revenue_2023,quantity_2023
Totem (Druidic focus),77244174,ADVENTURING EQUIPMENT,439560,444,492030,497,334620,338,383130.0,387,345510,349
Ink pen (with Ink),77260440,POTIONS & SCROLLS,48222,423,34542,303,53124,466,43890.0,385,51528,452
Helm of Telepathy,77460706,ADVENTURING EQUIPMENT,390609,391,422577,423,398601,399,424575.0,425,359640,360
Headband of Intellect,77509947,ADVENTURING EQUIPMENT,276486,406,224730,330,292830,430,224730.0,330,314622,462
Brewer’s supplies ,77551115,TOOLS & KITS,175120,440,150842,379,145668,366,145668.0,366,158006,397
Scroll of Protection (Undead),77594689,POTIONS & SCROLLS,226138,418,173661,321,202875,375,243450.0,450,269959,499
Hook of Fishers Delight,77803367,ADVENTURING EQUIPMENT,422218,542,331075,425,354445,455,377815.0,485,358340,460
Masquerade Tattoo Enchantment,77963797,POTIONS & SCROLLS,445496,466,423508,443,345116,361,365478.8,393,501900,525
Armour of Acid Resistance,77979509,ARMS & ARMOUR,7900,395,9520,476,7580,379,8860.0,443,10420,521
Scimitar ,78051481,ARMS & ARMOUR,228780,492,167865,361,159030,342,783060.0,1684,988125,2125
Sword of Sharpness,78144373,ARMS & ARMOUR,100772,427,97232,412,101480,430,99120.0,420,94636,401
Thermal Cube,78168760,ADVENTURING EQUIPMENT,430008,437,364080,370,429024,436,480782.4,500,489048,497
Goggles of Object Reading,78199114,ADVENTURING EQUIPMENT,73390,410,73748,412,76254,426,64619.0,361,80729,451
Potion of Superior Healing,78229174,POTIONS & SCROLLS,357369,417,445640,520,366796,428,330802.0,386,371081,433
Chest of Preserving,78275990,ADVENTURING EQUIPMENT,134769,501,113249,421,96302,358,105717.0,393,109214,406
Camel,78356843,ANIMALS & TRANSPORTATION,27208,358,29488,388,28348,373,31084.0,409,29412,387
Revenant Double-Bladed Scimitar,78489998,ARMS & ARMOUR,341858,379,455510,505,348172,386,320210.0,355,480766,533
Serpents Fang,78579929,ARMS & ARMOUR,470105,563,472610,566,576985,691,472610.0,566,342350,410
Military Saddle,78619459,ANIMALS & TRANSPORTATION,32384,352,39744,432,40112,436,33948.0,369,42136,458
Tinderbox ,78628630,ADVENTURING EQUIPMENT,154936,362,165636,387,167348,391,178048.0,416,136960,320
Ear Horn of Hearing,78656448,ADVENTURING EQUIPMENT,179580,365,215496,438,188928,384,180072.0,366,209592,426
Staff of the Python,78714011,ARMS & ARMOUR,97188,364,130029,487,156729,587,175686.0,658,146850,550
Potion of Watchful Rest,78715895,POTIONS & SCROLLS,6878,362,7201,379,8132,428,9443.0,497,7258,382
Medium Armour +1,78765633,ARMS & ARMOUR,4422,402,4400,400,4488,408,7928.800000000001,729,11726,1066
Dragonguard,78769198,ARMS & ARMOUR,28035,445,24759,393,56574,898,24759.0,393,27657,439
Mac-Fuirmidh cittern,78797693,MUSICAL INSTRUMENT,160556,451,142756,401,150944,424,137558.40000000002,400,125312,352
Wand Sheath,78832827,ADVENTURING EQUIPMENT,175392,432,190820,470,175392,432,169302.0,417,186354,459
Belt of Hill Giant Strength,78858134,ADVENTURING EQUIPMENT,380940,420,377312,416,326520,360,302938.0,334,409057,451
Wand of the War Mage +1,78978654,ARMS & ARMOUR,78275,505,63705,411,75640,488,59985.0,387,52700,340
Staff of the Woodlands,78984987,ARMS & ARMOUR,114294,443,110682,429,176472,684,208980.0,810,224718,871
Thieves’ tools ,79038652,TOOLS & KITS,446553,447,401598,402,459540,460,454545.0,455,423576,424
Heart Weavers Primer,79054740,ADVENTURING EQUIPMENT,95508,379,81900,325,74340,295,105840.0,420,127008,504
Crystal Ball of True Seeing,79102076,ADVENTURING EQUIPMENT,167700,430,193440,496,117780,302,172380.0,442,192270,493
Infernal Puzzle Box,79149698,ADVENTURING EQUIPMENT,332121,447,210269,283,239989,323,270452.0,364,346238,466
Spell Scroll Level 4,79177848,POTIONS & SCROLLS,106248,466,59508,261,80256,352,107616.0,472,86868,381
Exotic Saddle,79197980,ANIMALS & TRANSPORTATION,373642,454,353067,429,398332,484,348129.0,423,376111,457
Potion of Healing,79285632,POTIONS & SCROLLS,188738,373,191774,379,165968,328,217731.80000000002,443,252494,499
Wand,79290476,ADVENTURING EQUIPMENT,19920,415,15984,333,19248,401,21408.0,446,22368,466
Bag of Bounty,79341256,ADVENTURING EQUIPMENT,191000,500,167698,439,114982,301,123768.0,324,152036,398
Revenant Double-Bladed Scimitar,79365102,ARMS & ARMOUR,303732,396,329810,430,319072,416,302198.0,394,316004,412
Bell ,79380099,TOOLS & KITS,306612,459,278556,417,238476,357,221108.0,331,262524,393
Wand Sheath,79388167,ADVENTURING EQUIPMENT,367417,461,339522,426,286920,360,314018.0,394,334740,420
Spellwrought Tattoo Enchantment,79445925,POTIONS & SCROLLS,91924,469,81536,416,110740,565,101724.0,519,76244,389
Cloak of the Bat,79527665,ADVENTURING EQUIPMENT,237669,349,262185,385,270357,397,302364.0,444,313941,461
Green Dragon Mask,79610314,ARMS & ARMOUR,348933,897,619677,1593,646129,1661,623178.0,1602,563272,1448
"Pick, miner’s ",79610982,TOOLS & KITS,317616,509,282672,453,192192,308,242736.0,389,252720,405
Shatterspike,79673465,ARMS & ARMOUR,30495,321,51395,541,52630,554,35530.0,374,36765,387
Hide armour,79752922,ARMS & ARMOUR,128261,511,120731,481,122739,489,97890.0,390,94878,378
Candle (Set of 24),79820125,TOOLS & KITS,270503,437,250076,404,220983,357,238934.0,386,244505,395
Hunting trap ,79976527,ADVENTURING EQUIPMENT,293920,334,447040,508,342320,389,352000.0,400,326480,371
Dwarven Thrower,80020614,ARMS & ARMOUR,40963,299,77816,568,76720,560,204952.0,1496,164126,1198
Spies' Murmur,80035431,ADVENTURING EQUIPMENT,142719,421,137295,405,113904,336,125769.0,371,122040,360
Chime of Opening,80090550,ADVENTURING EQUIPMENT,54288,348,68640,440,63180,405,72290.4,475,65676,421
Shield of Missile Attraction,80150956,ARMS & ARMOUR,789264,1008,851121,1087,1047654,1338,995193.0,1271,406377,519
Battering Shield,80250420,ARMS & ARMOUR,220792,386,211068,369,262548,459,350064.0,612,360932,631
Staff of Swarming Insects,80456975,ARMS & ARMOUR,259545,363,236665,331,286715,401,272415.0,381,280995,393
Arcane Propulsion Arm,80461165,ARMS & ARMOUR,91715,415,74477,337,85085,385,98787.0,447,93704,424
Draft Horse,80552324,ANIMALS & TRANSPORTATION,5440,320,8160,480,6273,369,6426.0,378,5406,318
Revelers Concertina,80578852,MUSICAL INSTRUMENT,187345,421,160200,360,159755,359,163760.0,368,188235,423
Anstruth harp,80586762,MUSICAL INSTRUMENT,226730,410,199633,361,245532,444,232813.0,421,214011,387
Ring of Animal Influence,80610757,JEWELRY,228762,426,255075,475,259908,484,185909.4,355,212652,396
War pick ,80614330,ARMS & ARMOUR,99424,416,178772,748,92971,389,91298.0,382,96317,403
Sun Blade,80659889,ARMS & ARMOUR,360220,1085,496340,1495,243024,732,121512.0,366,208164,627
Wand of the War Mage +3,80663260,ARMS & ARMOUR,204510,401,212160,416,207060,406,769590.0,1509,680850,1335
Gloves of Soul Catching,80664925,ADVENTURING EQUIPMENT,286468,364,372251,473,308504,392,330540.0,420,339197,431
Cook’s utensils ,80667548,TOOLS & KITS,20644,397,17420,335,18824,362,17056.0,328,16848,324
Ring of Telekinesis,80688279,JEWELRY,286533,403,337725,475,284400,400,257097.59999999998,371,320661,451
Staff of Healing,80692327,ARMS & ARMOUR,104130,390,105465,395,128961,483,104690.7,402,78231,293
Reincarnation Dust,80693897,SUMMONING DEVICE,324225,495,200430,306,254795,389,238158.0,377,330775,505
Spell Scroll: Cantrip,80707664,POTIONS & SCROLLS,83817,417,81606,406,90249,449,87435.0,435,84420,420
Talisman of Pure Good,80738614,JEWELRY,245916,486,185702,367,199870,395,219098.0,433,165462,327
White Dragon Mask,80758482,ARMS & ARMOUR,157552,458,116616,339,179568,522,223944.0,651,387688,1127
Adamantine Weapon,80770294,ARMS & ARMOUR,155940,460,136278,402,135261,399,152211.0,449,157296,464
Cast-off Armour Enchantment,80796824,POTIONS & SCROLLS,233058,358,307272,472,262353,403,250569.90000000002,395,279279,429
Light Armour +3,80834235,ARMS & ARMOUR,723215,1327,481235,883,322095,591,417470.0,766,319370,586
Ioun Stone - Insight,80834821,ADVENTURING EQUIPMENT,373065,385,357561,369,324615,335,287889.89999999997,307,407949,421
Wand of Wonder,80843611,ARMS & ARMOUR,299862,486,220886,358,272097,441,228290.0,370,251119,407
Spell Gem (Star Ruby),80945990,POTIONS & SCROLLS,291088,368,306908,388,341712,432,315609.0,399,340921,431
Alchemy Jug (Orange),80992681,ADVENTURING EQUIPMENT,72912,294,109120,440,74648,301,82336.0,332,102672,414
Belt of Hill Giant Strength,81112416,ADVENTURING EQUIPMENT,7174,422,5253,309,7123,419,6647.0,391,8772,516
Spell Scroll Level 1,81212669,POTIONS & SCROLLS,242450,373,259350,399,293800,452,210600.0,324,250900,386
Potion of Giant Size,81220829,POTIONS & SCROLLS,162792,357,186048,408,206568,453,176472.0,387,191520,420
Bead of Nourishment,81225183,ADVENTURING EQUIPMENT,163240,308,193980,366,244330,461,244171.0,472,169600,320
Scroll of Protection (Undead),81291802,POTIONS & SCROLLS,398360,433,329360,358,405720,441,304520.0,331,386400,420
Longsword ,81384271,ARMS & ARMOUR,40086,393,30192,296,44982,441,40596.0,398,42636,418
Rations (10 days) ,81460734,ADVENTURING EQUIPMENT,353941,413,363368,424,317090,370,385650.0,450,285381,333
Ring mail ,81483962,ARMS & ARMOUR,326370,345,340560,360,418132,442,492866.0,521,494758,523
Living Gloves,81506118,ARMS & ARMOUR,35429,499,88253,1243,80372,1132,24921.0,351,23146,326
Scroll of Protection (Fiends),81532650,POTIONS & SCROLLS,154729,431,145036,404,109495,305,170166.0,474,157601,439
Wyvern,81692830,ANIMALS & TRANSPORTATION,152856,386,173448,438,175428,443,196020.0,495,153252,387
Watchful Helm,81715068,ARMS & ARMOUR,184842,378,208314,426,232764,476,152568.0,312,197067,403
Rowboat,81736050,ANIMALS & TRANSPORTATION,26800,335,33920,424,30800,385,30320.0,379,30880,386
Headband of Intellect,81769175,ADVENTURING EQUIPMENT,300924,468,234695,365,241768,376,286778.0,446,249484,388
Charm of Plant Command,81775660,ADVENTURING EQUIPMENT,411588,444,351333,379,352260,380,325933.19999999995,361,419931,453
Belt of Frost Giant Strength,81802282,ADVENTURING EQUIPMENT,75137,331,83536,368,88757,391,76975.7,350,98972,436
Ladder (10-foot) ,81862299,TOOLS & KITS,198276,372,241982,454,167362,314,211068.0,396,236652,444
Hew,81894587,ARMS & ARMOUR,250500,334,258000,344,262500,350,264750.0,353,340500,454
Dragonstaff of Ahghairon,81931770,ARMS & ARMOUR,348600,420,418320,504,551120,664,1421790.0,1713,961140,1158
Wand of Binding,81969289,ARMS & ARMOUR,294538,437,252076,374,236574,351,299930.0,445,209614,311
Fane-Eater,82000658,ARMS & ARMOUR,12404,443,9884,353,11984,428,11396.0,407,10276,367
Night Caller,82029328,ADVENTURING EQUIPMENT,133980,319,194040,462,155400,370,193620.0,461,148680,354
Talking Doll,82041657,ADVENTURING EQUIPMENT,77924,506,54978,357,47740,310,70224.0,456,68068,442
Piwafwi of Fire Resistance,82070546,ADVENTURING EQUIPMENT,255118,398,342935,535,203197,317,210760.8,338,204479,319
Fire Elemental Essence Shard,82078923,ADVENTURING EQUIPMENT,39780,442,37440,416,41940,466,28350.0,315,37710,419
Drum,82086938,MUSICAL INSTRUMENT,91410,330,114955,415,130744,472,98612.0,356,107753,389
Fernian Ash Focus,82087713,ADVENTURING EQUIPMENT,378952,404,338618,361,418348,446,348936.0,372,359254,383
Armor of Gleaming Enchantment,82093575,POTIONS & SCROLLS,130472,347,161680,430,166192,442,171832.0,457,147768,393
Peregrine Mask,82129501,ADVENTURING EQUIPMENT,391419,399,321768,328,427716,436,246231.0,251,359046,366
Helm of Brilliance,82138884,ADVENTURING EQUIPMENT,286230,329,299280,344,328860,378,374274.0,440,345390,397
Stone of Controlling Earth Elementals,82211521,SUMMONING DEVICE,244338,386,250035,395,262062,414,265860.0,420,214587,339
Waythe,82228380,ARMS & ARMOUR,288900,428,290250,430,264600,392,307462.5,468,344250,510
Potion of Speed,82233435,POTIONS & SCROLLS,259974,429,251490,415,223614,369,192102.0,317,201192,332
Bottled Breath,82250346,POTIONS & SCROLLS,3576,298,4968,414,4992,416,3540.0,295,6324,527
Sunforger,82315749,ARMS & ARMOUR,363438,366,368403,371,420039,423,320739.0,323,444864,448
Marble Elephant of Wondrous Power,82399225,SUMMONING DEVICE,345494,454,307444,404,318098,418,288419.0,387,305922,402
Danoths Visor,82401911,ADVENTURING EQUIPMENT,149568,304,211068,429,219432,446,145533.6,305,217464,442
Potion of Animal Friendship,82462267,POTIONS & SCROLLS,69936,496,47799,339,51888,368,53721.0,381,49350,350
Veterans Cane,82474042,ARMS & ARMOUR,707570,865,1111662,1359,1045404,1278,937428.0,1146,400820,490
Oil (flask) ,82499611,POTIONS & SCROLLS,427200,445,357120,372,346560,361,422400.0,440,442560,461
Hammer of Thunderbolts,82521396,ARMS & ARMOUR,318825,585,927590,1702,680160,1248,360245.0,661,195110,358
Lute,82608176,MUSICAL INSTRUMENT,60040,395,62472,411,56240,370,62320.0,410,48944,322
Walloping Ammunition Enchantment,82611636,POTIONS & SCROLLS,4392,488,4644,516,3762,418,3720.6000000000004,425,3177,353
Lamannian Oak Focus,82669644,ADVENTURING EQUIPMENT,263703,393,247599,369,207339,309,276452.0,412,212707,317
Light hammer,82684199,ARMS & ARMOUR,257312,731,350944,997,312224,887,299552.0,851,144672,411
Navigator’s tools ,82733213,TOOLS & KITS,263338,373,255572,362,309228,438,312052.0,442,328996,466
Amulet (Holy symbol),82754981,ADVENTURING EQUIPMENT,122496,319,112512,293,170880,445,152448.0,397,146688,382
Verminshroud,82761206,ADVENTURING EQUIPMENT,107051,373,119966,418,102172,356,123984.0,432,146657,511
Hide of the Feral Guardian,82761740,ARMS & ARMOUR,34620,577,63900,1065,58920,982,23778.0,406,20880,348
Kythrian Manchineel Focus,82803053,ADVENTURING EQUIPMENT,259290,430,222507,369,218889,363,217019.69999999998,373,253863,421
Hellsteel Martial Ranged Weapon,82858564,ARMS & ARMOUR,216905,355,223015,365,233402,382,452751.0,741,248677,407
Drake,82974240,ANIMALS & TRANSPORTATION,175780,470,161942,433,129404,346,149974.0,401,151470,405
Net,83013762,ARMS & ARMOUR,882926,1198,462836,628,327965,445,383240.0,520,249106,338
Glassblower’s tools ,83018008,TOOLS & KITS,179894,442,157102,386,172161,423,155474.0,382,131054,322
Healer’s kit ,83053327,TOOLS & KITS,493038,559,289296,328,392490,445,363384.0,412,348390,395
Living Gloves,83078053,ARMS & ARMOUR,483294,518,1149456,1232,1083213,1161,355473.0,381,426381,457
Military Camoflage (Desert),83279144,ADVENTURING EQUIPMENT,82012,406,68882,341,83830,415,68680.0,340,91102,451
Plate mail,83364495,ARMS & ARMOUR,272517,399,265004,388,322376,472,273200.0,400,284128,416
War pick ,83374455,ARMS & ARMOUR,309730,470,428350,650,319615,485,278757.0,423,216152,328
Onyx Dog of Wondrous Power,83391394,SUMMONING DEVICE,367536,403,339264,372,351120,385,275424.0,302,304608,334
Illusionists Bracers,83396919,ADVENTURING EQUIPMENT,263601,351,303404,404,269609,359,342230.7,473,235814,314
Heavy Armour +2,83501438,ARMS & ARMOUR,74983,449,100868,604,101536,608,82999.0,497,59118,354
Moodmark Paint,83533946,ADVENTURING EQUIPMENT,217664,358,246240,405,255968,421,268796.80000000005,454,260224,428
Vial (Crate),83549481,POTIONS & SCROLLS,342912,456,288768,384,316592,421,301552.0,401,291024,387
Arrows (100),83563708,ARMS & ARMOUR,234702,767,270198,883,165852,542,331398.0,1083,471546,1541
Devastation Orb,83567375,ARMS & ARMOUR,202104,401,197064,391,178416,354,181641.59999999998,369,190008,377
Air Elemental Essence Shard,83588545,ADVENTURING EQUIPMENT,402600,440,497760,544,376065,411,376065.0,411,342210,374
Cloak of the Manta Ray,83679844,ADVENTURING EQUIPMENT,41448,314,62172,471,60324,457,48312.0,366,50952,386
Claws of the Umber Hulk,83692696,ARMS & ARMOUR,82340,460,66051,369,76791,429,72495.0,405,76970,430
Bracers of Archery,83746379,ADVENTURING EQUIPMENT,92421,567,43521,267,69927,429,71410.29999999999,450,71557,439
Masquerade Tattoo Enchantment,83768763,POTIONS & SCROLLS,107880,372,131660,454,123830,427,106140.0,366,118610,409
Halberd ,83846127,ARMS & ARMOUR,328375,355,472675,511,320975,347,521700.0,564,583675,631
Mystery Key,83916286,ADVENTURING EQUIPMENT,253270,430,233833,397,197315,335,149311.5,261,212040,360
Hat of Vermin,83979870,ADVENTURING EQUIPMENT,250712,518,239580,495,188760,390,186824.0,386,198440,410
Handaxe ,83987300,ARMS & ARMOUR,197028,421,221832,474,155844,333,220428.0,471,196092,419
Potion of Stone Giant Strength,83988647,POTIONS & SCROLLS,128030,413,126480,408,129580,418,129580.0,418,99200,320
Voyager Staff,84002179,ARMS & ARMOUR,104650,455,89010,387,74980,326,97290.0,423,86940,378
Air Elemental Essence Shard,84030665,ADVENTURING EQUIPMENT,87533,271,144058,446,113696,352,130492.0,404,160854,498
Magical Elven Chain,84046983,ARMS & ARMOUR,324803,379,399362,466,370224,432,406218.0,474,259671,303
Uncommon Crafting Components,84070980,TOOLS & KITS,75828,356,78810,370,90738,426,78810.0,370,107565,505
Potion of Fire Giant Strength,84091906,POTIONS & SCROLLS,128544,416,123909,401,131016,424,106914.0,346,133488,432
Ollamh harp,84121255,MUSICAL INSTRUMENT,143312,338,181048,427,192072,453,126987.99999999999,306,140344,331
Ioun Stone - Leadership,84172514,ADVENTURING EQUIPMENT,268965,417,270255,419,227040,352,272190.0,422,267030,414
Shavarran Birch Focus,84178048,ADVENTURING EQUIPMENT,114057,437,113274,434,100485,385,83520.0,320,97092,372
Playing card set,84228683,TOOLS & KITS,225094,482,205013,439,196140,420,211084.0,452,168587,361
Staff of the Magi,84239675,ARMS & ARMOUR,350796,713,490032,996,228780,465,255348.0,519,266172,541
Gauntlets of Ogre Power,84312805,ADVENTURING EQUIPMENT,274978,319,298252,346,357730,415,286184.0,332,426690,495
Ioun Stone - Insight,84320221,ADVENTURING EQUIPMENT,248358,426,187143,321,207548,356,234366.0,402,240196,412
Seeker Dart,84417942,ARMS & ARMOUR,253638,693,411750,1125,414312,1132,165798.0,453,111630,305
Ring of Protection,84541846,JEWELRY,64670,446,48285,333,52490,362,64090.0,442,77285,533
Black Crystal Tablet,84549750,SUMMONING DEVICE,225144,472,191277,401,230391,483,189369.0,397,186507,391
Gem of Brightness,84634398,ADVENTURING EQUIPMENT,103168,403,111104,434,79360,310,126208.0,493,120064,469
Sword of Answering,84644603,ARMS & ARMOUR,40180,410,35868,366,52920,540,62720.0,640,63602,649
Shield of Expression,84660877,ARMS & ARMOUR,206839,391,268732,508,322690,610,259210.0,490,184092,348
Spell Gem (Bloodstone),84693431,POTIONS & SCROLLS,67473,357,63693,337,73899,391,89964.0,476,82593,437
Goggles of Night,84758110,ADVENTURING EQUIPMENT,129762,486,122820,460,95586,358,98790.0,370,131097,491
Sword of Wounding,84862845,ARMS & ARMOUR,121770,451,108000,400,96390,357,98820.0,366,101520,376
Dawnbringer,84926124,ARMS & ARMOUR,116280,323,161640,449,163440,454,110520.0,307,158760,441
Scribes Pen,84971526,ADVENTURING EQUIPMENT,58121,361,66654,414,65044,404,73416.0,456,63112,392
"Hammer, sledge ",85046713,TOOLS & KITS,257468,382,264208,392,208940,310,258816.0,384,280384,416
Riding Horse,85077468,ANIMALS & TRANSPORTATION,331200,345,453120,472,360960,376,408960.0,426,383040,399
Astral Shard,85146960,POTIONS & SCROLLS,44712,324,59340,430,58374,423,49790.399999999994,370,67344,488
Ioun Stone - Intellect,85275657,ADVENTURING EQUIPMENT,222138,301,298890,405,289296,392,351288.0,476,249444,338
Battleaxe ,85387460,ARMS & ARMOUR,374167,419,290225,325,631351,707,1573466.0,1762,1268953,1421
Shield +2,85433330,ARMS & ARMOUR,197450,359,184800,336,262350,477,264000.0,480,222200,404
Crystal Ball of Mind Reading,85454809,ADVENTURING EQUIPMENT,73800,360,88150,430,64985,317,85075.0,415,89585,437
Heavy Armour +2,85483636,ARMS & ARMOUR,318240,408,336960,432,524160,672,316680.0,406,296400,380
Lyre of Building,85510197,MUSICAL INSTRUMENT,123093,423,115818,398,127749,439,129495.0,457,118728,408
Eyes of Charming,85521110,ADVENTURING EQUIPMENT,46488,447,38584,371,44720,430,41912.0,403,46904,451
Cloak of the Bat,85593713,ADVENTURING EQUIPMENT,72369,387,62832,336,81906,438,77268.40000000001,419,96305,515
Ioun Stone - Language Knowledge,85629922,ADVENTURING EQUIPMENT,14223,431,13101,397,12507,379,13233.0,401,13662,414
Spell Scroll Level 3,85741973,POTIONS & SCROLLS,110194,463,101388,426,90678,381,79016.0,332,99246,417
Blanket ,85799936,ADVENTURING EQUIPMENT,378417,403,318321,339,485463,517,329589.0,351,323955,345
Javelin (10),85855042,ARMS & ARMOUR,54752,464,63602,539,136762,1159,157294.0,1333,91332,774
Potion of Superior Healing,85921058,POTIONS & SCROLLS,304589,391,218120,280,361456,464,292904.0,376,322506,414
Knaves Eyepatch,86077241,ARMS & ARMOUR,351120,418,409080,487,393960,469,377160.0,449,354480,422
Dust of Sneezing and Choking,86310910,ADVENTURING EQUIPMENT,207550,350,230084,388,237793,401,203992.0,344,202806,342
Wand of Winter,86396573,ARMS & ARMOUR,308028,399,234688,304,256304,332,305712.0,396,288728,374
Brewer’s supplies ,86410220,TOOLS & KITS,200508,341,260484,443,238140,405,159936.0,272,298704,508
Mask of the Beast,86414544,ADVENTURING EQUIPMENT,121806,402,108777,359,141501,467,109383.0,361,125139,413
Portable Hole,86438389,ADVENTURING EQUIPMENT,252648,363,263784,379,288840,415,265802.4,393,320160,460
Crystalline Chronicle,86512662,ADVENTURING EQUIPMENT,6230,445,6678,477,5404,386,4046.0,289,5978,427
Vicious Weapon,86534443,ARMS & ARMOUR,289382,514,238149,423,190857,339,231956.0,412,186353,331
Morningstar ,86536899,ARMS & ARMOUR,1078539,1617,820410,1230,877105,1315,783725.0,1175,576955,865
Arrows (100),86565978,ARMS & ARMOUR,385072,656,520082,886,297609,507,534170.0,910,1074210,1830
Potion of Storm Giant Strength,86571186,POTIONS & SCROLLS,146787,339,126869,293,182726,422,147653.0,341,164540,380
Fane-Eater,86591876,ARMS & ARMOUR,170982,414,143724,348,172221,417,145376.0,352,144963,351
Staff,86595200,ADVENTURING EQUIPMENT,188212,446,150654,357,149388,354,168378.0,399,210156,498
Carpenter’s tools ,86610906,TOOLS & KITS,94164,399,102896,436,91804,389,101480.0,430,106908,453
Glaive ,86614697,ARMS & ARMOUR,207350,754,162525,591,114125,415,115775.0,421,124575,453
Brazier of Commanding Fire Elementals,86636125,SUMMONING DEVICE,87809,317,114678,414,121880,440,105537.0,381,108307,391
Scorpion Armor,86648351,ARMS & ARMOUR,21609,441,20433,417,18326,374,31556.0,644,30625,625
Tinker’s tools ,86658102,TOOLS & KITS,96678,369,125498,479,128380,490,86460.0,330,102180,390
Half plate ,86720243,ARMS & ARMOUR,385775,1187,479050,1474,260000,800,127725.0,393,121225,373
Shield ,86748574,ARMS & ARMOUR,432222,574,760530,1010,642309,853,668664.0,888,275598,366
Mariners Armour,86764595,ARMS & ARMOUR,87048,403,92880,430,89424,414,356400.0,1650,285984,1324
Carpenter’s tools ,86849969,TOOLS & KITS,95758,377,101854,401,89408,352,132334.0,521,110236,434
Dark Shard Amulet,86850923,ADVENTURING EQUIPMENT,57600,400,50400,350,58464,406,63360.0,440,55728,387
Quiver of Ehlonna,86880316,ADVENTURING EQUIPMENT,186913,409,180515,395,201994,442,195596.0,428,124304,272
War Steeder,86880318,ANIMALS & TRANSPORTATION,346500,396,343000,392,306250,350,299250.0,342,357000,408
Potion of Hill Giant Strength,87000628,POTIONS & SCROLLS,250458,338,245271,331,295659,399,351234.0,474,358644,484
Flail ,87061582,ARMS & ARMOUR,413694,489,646344,764,618426,731,373086.0,441,646344,764
Manual of Golems,87115642,SUMMONING DEVICE,183393,287,277965,435,306081,479,238347.0,373,305442,478
Leather Armour,87152540,ARMS & ARMOUR,296244,422,219024,312,262548,374,289926.0,413,313794,447
Amulet (Holy symbol),87169204,ADVENTURING EQUIPMENT,30360,440,30912,448,27600,400,23874.0,346,24426,354
Spell Gem (Quartz),87206113,POTIONS & SCROLLS,52200,435,54480,454,49080,409,48360.0,403,46440,387
Ioun Stone - Leadership,87258091,ADVENTURING EQUIPMENT,12990,433,12270,409,11490,383,12210.0,407,10830,361
Gloves of Thievery,87342813,ADVENTURING EQUIPMENT,358560,432,240700,290,301290,363,322040.0,388,376820,454
Trumpet,87346191,MUSICAL INSTRUMENT,380164,404,302061,321,328409,349,271949.0,289,297356,316
"Pick, miner’s ",87384997,TOOLS & KITS,268156,427,278832,444,200332,319,144440.0,230,238012,379
Weapon of Certain Death Enchantment,87414852,POTIONS & SCROLLS,266800,460,310300,535,231420,399,219240.0,378,230840,398
Ring of Free Action,87457539,JEWELRY,240120,414,239540,413,263900,455,230840.0,408,237800,410
Ring of Fire Elemental Command,87484822,SUMMONING DEVICE,43008,448,43296,451,39936,416,32832.0,342,47424,494
Blowgun needles (50) ,87492183,ARMS & ARMOUR,265156,439,283880,470,400452,663,478972.0,793,383540,635
Shadowfell Brand Tattoo Enchantment,87522508,POTIONS & SCROLLS,188538,402,190414,406,162274,346,159460.0,340,174468,372
Helm of Comprehending Languages,87541633,ADVENTURING EQUIPMENT,322472,466,334928,484,233204,337,288564.0,417,274032,396
Antitoxin (Crate),87546858,POTIONS & SCROLLS,31640,452,23380,334,26460,378,21560.0,308,23450,335
"Clothes, costume ",87597583,ADVENTURING EQUIPMENT,418770,517,277020,342,215460,266,340200.0,420,322380,398
Crossbow Bolts +2,87639497,ARMS & ARMOUR,114816,416,369564,1339,272688,988,242604.0,879,110124,399
Healer’s kit ,87688803,TOOLS & KITS,323512,424,334957,439,336483,441,312830.0,410,315882,414
Signet ring ,87698004,JEWELRY,187395,403,157170,338,163680,352,209250.0,450,173445,373
Rod of Retribution,87727991,ADVENTURING EQUIPMENT,28275,377,34350,458,28500,380,25800.0,344,26475,353
"Tent, two-person ",87792679,ADVENTURING EQUIPMENT,130832,442,127280,430,98568,333,106264.0,359,110112,372
Professor Orb,87906505,ADVENTURING EQUIPMENT,130005,321,172125,425,191160,472,159975.0,395,124335,307
Red Dragon Mask,87981317,ARMS & ARMOUR,240825,325,357903,483,423111,571,282321.0,381,287508,388
Mace ,87991751,ARMS & ARMOUR,289984,394,240672,327,288512,392,552000.0,750,249504,339
Cowboy Hat,87997395,ADVENTURING EQUIPMENT,22446,387,25868,446,19952,344,23664.0,408,27956,482
Winter Jacket,88018116,ADVENTURING EQUIPMENT,41417,499,38927,469,32951,397,35773.0,431,26560,320
Flail ,88097777,ARMS & ARMOUR,110630,370,195247,653,214383,717,111228.0,372,167440,560
Rapier ,88102091,ARMS & ARMOUR,339898,442,353740,460,264536,344,276840.0,360,258384,336
"Clothes, Common ",88109190,ADVENTURING EQUIPMENT,208266,309,246684,366,280384,416,286450.0,425,219724,326
Boomerang +1,88209647,ARMS & ARMOUR,30856,406,24624,324,30856,406,38608.0,508,41724,549
Loadstone,88434288,ADVENTURING EQUIPMENT,381290,419,347620,382,382200,420,364910.0,401,336700,370
Arcane Grimore,88496225,ADVENTURING EQUIPMENT,284868,492,236811,409,208440,360,264603.0,457,207861,359
Berserker Axe,88502242,ARMS & ARMOUR,331296,406,285600,350,306000,375,306000.0,375,345984,424
