Type,Key Account,Region,ProductPricesInCP_split_23,ProductPricesInCP_split_19,growth_tot
POTIONS & SCROLLS,No Key Account,Bloodlands Empire,2003383.0,2007013.0,-0.001808657940930103
ARMS & ARMOUR,Bardic College Union,Bloodlands Empire,204042.0,127543.0,0.5997898747873267
ARMS & ARMOUR,Night's Knights,Old Empire,162384.0,91163.0,0.781248971622259
POTIONS & SCROLLS,Zhentarim,Calim Empire,151364.0,116486.0,0.29941795580584785
ARMS & ARMOUR,Bardic College Union,Calim Empire,542805.0,529812.0,0.024523793345563982
POTIONS & SCROLLS,Zhentarim,Halruaan Empire,255631.0,213961.0,0.19475511892354214
ARMS & ARMOUR,Night's Knights,Waterdhavian Empire,139944.0,198715.0,-0.2957552273356314
POTIONS & SCROLLS,Night's Knights,United Moonshae Empire,16544.0,38780.0,-0.5733883445074781
POTIONS & SCROLLS,Zhentarim,Thayan Empire,63397.0,37330.0,0.6982855612108223
ANIMALS & TRANSPORTATION,Zhentarim,Amnian Empire,184677.0,134060.0,0.37756974489034767
SUMMONING DEVICE,Bardic College Union,Dwarven Empire,20766.0,11804.0,0.7592341579125721
POTIONS & SCROLLS,Night's Knights,None Empire,32299.0,28065.0,0.1508640655620881
ANIMALS & TRANSPORTATION,Zhentarim,Bloodlands Empire,66252.0,63906.0,0.036710168059337134
ARMS & ARMOUR,No Key Account,Calim Empire,7981868.0,8001083.0,-0.0024015498901835963
SUMMONING DEVICE,Bardic College Union,Calim Empire,72639.0,75462.0,-0.03740955712809091
ANIMALS & TRANSPORTATION,Zhentarim,Calim Empire,57589.0,38902.0,0.48036090689424715
POTIONS & SCROLLS,Night's Knights,Old Empire,40339.0,43566.0,-0.0740715236652435
SUMMONING DEVICE,Bardic College Union,Bloodlands Empire,924.0,15932.0,-0.9420035149384886
ARMS & ARMOUR,No Key Account,Bloodlands Empire,8350389.0,9120089.0,-0.08439610622220906
ANIMALS & TRANSPORTATION,Zhentarim,Dwarven Empire,32074.0,18391.0,0.7440052199445382
SUMMONING DEVICE,Bardic College Union,Amnian Empire,43357.0,50392.0,-0.1396054929353866
POTIONS & SCROLLS,Night's Knights,Purple Dragon Empire,78863.0,107553.0,-0.26675220588918946
ANIMALS & TRANSPORTATION,Zhentarim,Halruaan Empire,155832.0,107522.0,0.44930339837428623
ARMS & ARMOUR,No Key Account,Amnian Empire,14085329.0,13627967.0,0.03356054501746297
POTIONS & SCROLLS,Zhentarim,Western Empire,18286.0,8982.0,1.03584947673124
ANIMALS & TRANSPORTATION,Zhentarim,Old Empire,7269.0,3624.0,1.0057947019867548
POTIONS & SCROLLS,Night's Knights,Thayan Empire,84888.0,89660.0,-0.053223287976801203
POTIONS & SCROLLS,Zhentarim,Waterdhavian Empire,27361.0,12040.0,1.2725083056478406
ARMS & ARMOUR,Night's Knights,Western Empire,50760.0,78013.0,-0.34933921269532
ANIMALS & TRANSPORTATION,Zhentarim,Purple Dragon Empire,84920.0,50757.0,0.6730697243729928
POTIONS & SCROLLS,No Key Account,Calim Empire,2852267.0,2656338.0,0.0737590622880071
POTIONS & SCROLLS,Zhentarim,Bloodlands Empire,106895.0,111214.0,-0.03883503875411365
ARMS & ARMOUR,Night's Knights,None Empire,44989.0,72738.0,-0.38149247985922075
ARMS & ARMOUR,Bardic College Union,Dwarven Empire,469664.0,145177.0,2.235112999993112
POTIONS & SCROLLS,No Key Account,Old Empire,247808.0,442449.0,-0.43991736900750145
ARMS & ARMOUR,Lionshield Coster,Western Empire,123089.0,112031.0,0.09870482277226844
ARMS & ARMOUR,Black Phoenix,Amnian Empire,1413880.0,978994.0,0.44421722707187183
POTIONS & SCROLLS,Three Wishes,Halruaan Empire,340165.0,274482.0,0.23929802318549132
POTIONS & SCROLLS,No Key Account,Purple Dragon Empire,2598625.0,2703601.0,-0.03882821466629138
ARMS & ARMOUR,Black Phoenix,Bloodlands Empire,237002.0,142354.0,0.6648776992567824
ARMS & ARMOUR,Lionshield Coster,Waterdhavian Empire,214072.0,320368.0,-0.3317934375468211
POTIONS & SCROLLS,Three Wishes,Dwarven Empire,67691.0,57409.0,0.17910083784772413
ARMS & ARMOUR,Black Phoenix,Calim Empire,593377.0,725879.0,-0.18254006521748112
POTIONS & SCROLLS,No Key Account,Southern Empire,166145.0,217984.0,-0.23781103200234877
POTIONS & SCROLLS,Three Wishes,Calim Empire,238376.0,191401.0,0.24542713987910192
ARMS & ARMOUR,Lionshield Coster,United Moonshae Empire,57084.0,79145.0,-0.2787415503190347
ARMS & ARMOUR,Black Phoenix,Dwarven Empire,569678.0,264790.0,1.151433211223989
POTIONS & SCROLLS,Three Wishes,Bloodlands Empire,101148.0,106044.0,-0.04616951454113383
POTIONS & SCROLLS,No Key Account,Thayan Empire,2895443.0,3002719.0,-0.03572628674211609
ARMS & ARMOUR,Lionshield Coster,Thayan Empire,758365.0,619677.0,0.2238069187657441
ARMS & ARMOUR,Black Phoenix,Halruaan Empire,781785.0,1198285.0,-0.3475800832022432
POTIONS & SCROLLS,Three Wishes,Amnian Empire,309529.0,272504.0,0.13586956521739135
POTIONS & SCROLLS,No Key Account,United Moonshae Empire,2716713.0,2949745.0,-0.07900072718150208
ARMS & ARMOUR,Black Phoenix,Old Empire,160191.0,116949.0,0.3697509170664135
ARMS & ARMOUR,Lionshield Coster,Southern Empire,70675.0,90577.0,-0.21972465416165254
POTIONS & SCROLLS,Three Wishes,None Empire,25304.0,15189.0,0.6659424583580222
ARMS & ARMOUR,Black Phoenix,Purple Dragon Empire,759015.0,708622.0,0.07111407774525769
ARMS & ARMOUR,Bardic College Union,Western Empire,73761.0,86444.0,-0.1467192633381148
POTIONS & SCROLLS,Three Wishes,Old Empire,32564.0,35284.0,-0.07708876544609455
POTIONS & SCROLLS,Zhentarim,Amnian Empire,232469.0,201682.0,0.15265120337957772
POTIONS & SCROLLS,No Key Account,Dwarven Empire,448936.0,792025.0,-0.433179508222594
ARMS & ARMOUR,Night's Knights,Halruaan Empire,660482.0,928004.0,-0.28827677466907475
ARMS & ARMOUR,Bardic College Union,Halruaan Empire,548730.0,468781.0,0.17054658785232335
POTIONS & SCROLLS,Three Wishes,Waterdhavian Empire,71724.0,72770.0,-0.01437405524254498
POTIONS & SCROLLS,No Key Account,Eastern Empire,342092.0,365995.0,-0.06530963537753243
ARMS & ARMOUR,Bardic College Union,Old Empire,184120.0,55482.0,2.318553765185105
ARMS & ARMOUR,Night's Knights,Dwarven Empire,548269.0,288377.0,0.9012230517690385
POTIONS & SCROLLS,Three Wishes,United Moonshae Empire,7276.0,16532.0,-0.5598838616017421
ARMS & ARMOUR,Bardic College Union,Purple Dragon Empire,663101.0,640821.0,0.03476789930417379
POTIONS & SCROLLS,Three Wishes,Thayan Empire,113488.0,118066.0,-0.03877492250097403
POTIONS & SCROLLS,No Key Account,Halruaan Empire,2129282.0,2138496.0,-0.00430863560184358
ARMS & ARMOUR,Night's Knights,Calim Empire,577549.0,529703.0,0.09032608839292955
ARMS & ARMOUR,Bardic College Union,Thayan Empire,485680.0,669195.0,-0.2742324733448397
POTIONS & SCROLLS,Three Wishes,Southern Empire,17144.0,21021.0,-0.18443461300604158
POTIONS & SCROLLS,No Key Account,New Neverwinter Empire,1091358.0,1200863.0,-0.09118858687460596
ARMS & ARMOUR,Bardic College Union,United Moonshae Empire,33144.0,101155.0,-0.672344421926746
ARMS & ARMOUR,Night's Knights,Bloodlands Empire,346787.0,236848.0,0.4641753360805243
POTIONS & SCROLLS,Three Wishes,Purple Dragon Empire,230889.0,201669.0,0.14489088556000174
ARMS & ARMOUR,Bardic College Union,Waterdhavian Empire,47160.0,68359.0,-0.310112786904431
POTIONS & SCROLLS,No Key Account,None Empire,906540.0,735626.0,0.23233817184275707
ARMS & ARMOUR,Night's Knights,Amnian Empire,1076554.0,823014.0,0.30806280330589764
ANIMALS & TRANSPORTATION,Nobility,Dwarven Empire,14126.0,24161.0,-0.41533876909068335
ARMS & ARMOUR,Private Buyer,None Empire,270196.0,432786.0,-0.3756822078348191
POTIONS & SCROLLS,Clothes Contact,Amnian Empire,259227.0,261964.0,-0.010448000488616715
SUMMONING DEVICE,Sprite's & Spirits,Thayan Empire,15352.0,26117.0,-0.4121836351801509
JEWELRY,Black Phoenix,Purple Dragon Empire,85683.0,42178.0,1.0314618995684954
ANIMALS & TRANSPORTATION,Bottle's Up,Dwarven Empire,26890.0,22863.0,0.17613611512050031
SUMMONING DEVICE,Sprite's & Spirits,Southern Empire,7551.0,10743.0,-0.29712370846132363
MUSICAL INSTRUMENT,Sprite's & Spirits,Waterdhavian Empire,13764.0,15315.0,-0.10127326150832516
JEWELRY,Black Phoenix,Old Empire,13826.0,13748.0,0.005673552516729741
ANIMALS & TRANSPORTATION,Bottle's Up,Halruaan Empire,116635.0,95811.0,0.21734456377660183
SUMMONING DEVICE,Sprite's & Spirits,Purple Dragon Empire,39490.0,46804.0,-0.15626869498333473
MUSICAL INSTRUMENT,Sprite's & Spirits,Western Empire,7163.0,1598.0,3.4824780976220273
ANIMALS & TRANSPORTATION,Bottle's Up,Calim Empire,81996.0,75045.0,0.0926244253447932
ANIMALS & TRANSPORTATION,Bottle's Up,Old Empire,3356.0,31104.0,-0.8921039094650206
JEWELRY,Black Phoenix,Halruaan Empire,127881.0,82500.0,0.5500727272727273
ANIMALS & TRANSPORTATION,Bottle's Up,Purple Dragon Empire,69969.0,98896.0,-0.29249919106940625
SUMMONING DEVICE,Sprite's & Spirits,Halruaan Empire,52118.0,77759.0,-0.32974961097750743
MUSICAL INSTRUMENT,Three Wishes,Amnian Empire,114908.0,80728.0,0.4233970865127341
JEWELRY,Black Phoenix,Dwarven Empire,23855.0,43592.0,-0.45276656267204995
ANIMALS & TRANSPORTATION,Bottle's Up,Southern Empire,5099.0,17675.0,-0.7115134370579915
SUMMONING DEVICE,Sprite's & Spirits,Dwarven Empire,7830.0,21152.0,-0.62982223903177
MUSICAL INSTRUMENT,Three Wishes,Bloodlands Empire,42123.0,21828.0,0.9297691039032436
JEWELRY,Black Phoenix,Calim Empire,66411.0,73550.0,-0.09706322229775666
SUMMONING DEVICE,Sprite's & Spirits,Old Empire,3765.0,17161.0,-0.7806071907231513
SUMMONING DEVICE,Sprite's & Spirits,United Moonshae Empire,9246.0,,
JEWELRY,Black Phoenix,Thayan Empire,29361.0,3373.0,7.704713904536021
ANIMALS & TRANSPORTATION,Bottle's Up,Bloodlands Empire,27895.0,29063.0,-0.040188555895812494
SUMMONING DEVICE,Three Wishes,Halruaan Empire,70872.0,114086.0,-0.3787844257840577
JEWELRY,Bottle's Up,Calim Empire,84010.0,74997.0,0.1201781404589517
ANIMALS & TRANSPORTATION,Black Phoenix,Old Empire,16595.0,19448.0,-0.1466988893459482
SUMMONING DEVICE,Three Wishes,Dwarven Empire,20833.0,35143.0,-0.40719346669322487
MUSICAL INSTRUMENT,Sprite's & Spirits,Halruaan Empire,59973.0,63782.0,-0.05971904299018527
ANIMALS & TRANSPORTATION,Black Phoenix,Purple Dragon Empire,131944.0,71335.0,0.8496390271255345
JEWELRY,Bottle's Up,Bloodlands Empire,9127.0,19179.0,-0.5241149173575265
SUMMONING DEVICE,Three Wishes,Calim Empire,84486.0,128760.0,-0.34384902143522833
ANIMALS & TRANSPORTATION,Black Phoenix,Thayan Empire,51397.0,38232.0,0.34434505126595516
MUSICAL INSTRUMENT,Sprite's & Spirits,Old Empire,987.0,3174.0,-0.6890359168241966
JEWELRY,Bottle's Up,Amnian Empire,112628.0,127549.0,-0.11698249300268915
SUMMONING DEVICE,Three Wishes,Bloodlands Empire,30566.0,17731.0,0.7238734419942474
ANIMALS & TRANSPORTATION,Black Phoenix,United Moonshae Empire,21159.0,,
MUSICAL INSTRUMENT,Sprite's & Spirits,Purple Dragon Empire,32350.0,51643.0,-0.3735840288131983
SUMMONING DEVICE,Three Wishes,Amnian Empire,163161.0,102255.0,0.5956285756197741
JEWELRY,Black Phoenix,Waterdhavian Empire,10235.0,25024.0,-0.5909926470588236
ANIMALS & TRANSPORTATION,Black Phoenix,Waterdhavian Empire,32274.0,7796.0,3.139815289892252
POTIONS & SCROLLS,Order of the Gauntlet,Purple Dragon Empire,50368.0,85334.0,-0.40975461129209934
ANIMALS & TRANSPORTATION,Bottle's Up,Amnian Empire,168403.0,189115.0,-0.10952066203103927
SUMMONING DEVICE,Sprite's & Spirits,Waterdhavian Empire,5188.0,27195.0,-0.8092296378010664
MUSICAL INSTRUMENT,Sprite's & Spirits,Thayan Empire,26827.0,41604.0,-0.3551821940198058
ANIMALS & TRANSPORTATION,Bottle's Up,Thayan Empire,63703.0,44576.0,0.42908740129217526
SUMMONING DEVICE,Sprite's & Spirits,Calim Empire,74183.0,61190.0,0.21233861742114724
ANIMALS & TRANSPORTATION,Bottle's Up,United Moonshae Empire,357.0,3463.0,-0.8969101934738666
MUSICAL INSTRUMENT,Three Wishes,Calim Empire,62169.0,103915.0,-0.40173218495886065
MUSICAL INSTRUMENT,Three Wishes,Southern Empire,5166.0,1374.0,2.7598253275109172
JEWELRY,Bardic College Union,Purple Dragon Empire,41199.0,61688.0,-0.33213915186097787
ANIMALS & TRANSPORTATION,Clothes Contact,New Neverwinter Empire,23026.0,31341.0,-0.26530742477904345
SUMMONING DEVICE,Private Buyer,None Empire,42992.0,25599.0,0.6794406031485605
MUSICAL INSTRUMENT,Three Wishes,Thayan Empire,23870.0,9650.0,1.4735751295336788
ANIMALS & TRANSPORTATION,Clothes Contact,None Empire,9190.0,1851.0,3.964883846569422
JEWELRY,Bardic College Union,Old Empire,6782.0,11831.0,-0.4267602062378497
SUMMONING DEVICE,Private Buyer,New Neverwinter Empire,76526.0,89324.0,-0.14327616318122793
ANIMALS & TRANSPORTATION,Clothes Contact,Old Empire,8541.0,32158.0,-0.7344051246968095
MUSICAL INSTRUMENT,Three Wishes,United Moonshae Empire,957.0,3861.0,-0.7521367521367521
SUMMONING DEVICE,Private Buyer,Halruaan Empire,119566.0,94506.0,0.265168349099528
JEWELRY,Bardic College Union,Halruaan Empire,110737.0,56154.0,0.9720233643195497
ANIMALS & TRANSPORTATION,Clothes Contact,Purple Dragon Empire,168142.0,109628.0,0.5337505016966468
SUMMONING DEVICE,Private Buyer,Eastern Empire,71802.0,66212.0,0.08442578384582866
MUSICAL INSTRUMENT,Three Wishes,Waterdhavian Empire,19613.0,28846.0,-0.3200790404215489
JEWELRY,Bardic College Union,Dwarven Empire,31635.0,19051.0,0.6605427536612252
ANIMALS & TRANSPORTATION,Clothes Contact,Thayan Empire,63175.0,48010.0,0.315871693397209
SUMMONING DEVICE,Private Buyer,Dwarven Empire,39330.0,86923.0,-0.5475305730359054
MUSICAL INSTRUMENT,Zhentarim,Amnian Empire,79083.0,67156.0,0.17760140568229188
ANIMALS & TRANSPORTATION,Clothes Contact,Waterdhavian Empire,41330.0,41577.0,-0.0059407845683912
JEWELRY,Bardic College Union,Calim Empire,56196.0,96418.0,-0.4171627704370553
SUMMONING DEVICE,Private Buyer,Old Empire,25305.0,48961.0,-0.483160066175119
MUSICAL INSTRUMENT,Sprite's & Spirits,Dwarven Empire,13780.0,14012.0,-0.016557236654296315
ANIMALS & TRANSPORTATION,Clothes Contact,Halruaan Empire,124765.0,193050.0,-0.35371665371665373
SUMMONING DEVICE,Private Buyer,Purple Dragon Empire,201129.0,146152.0,0.37616317258744325
SUMMONING DEVICE,Sprite's & Spirits,Bloodlands Empire,45837.0,18924.0,1.4221623335447053
JEWELRY,Black Phoenix,Bloodlands Empire,11385.0,6264.0,0.8175287356321839
ANIMALS & TRANSPORTATION,Bottle's Up,Waterdhavian Empire,28454.0,32492.0,-0.12427674504493413
SUMMONING DEVICE,Sprite's & Spirits,Amnian Empire,67148.0,68946.0,-0.026078380181591365
MUSICAL INSTRUMENT,Three Wishes,Dwarven Empire,17821.0,23420.0,-0.239069171648164
JEWELRY,Black Phoenix,Amnian Empire,89489.0,142990.0,-0.3741590321001469
ANIMALS & TRANSPORTATION,Bottle's Up,Western Empire,9499.0,2904.0,2.2710055096418733
SUMMONING DEVICE,Private Buyer,Western Empire,31602.0,34142.0,-0.07439517310057997
MUSICAL INSTRUMENT,Three Wishes,Halruaan Empire,122986.0,109066.0,0.12762914198742048
ANIMALS & TRANSPORTATION,Clothes Contact,Amnian Empire,158967.0,220051.0,-0.27759019500024995
JEWELRY,Bardic College Union,Western Empire,2652.0,,
SUMMONING DEVICE,Private Buyer,Waterdhavian Empire,63838.0,79604.0,-0.19805537410180396
MUSICAL INSTRUMENT,Three Wishes,None Empire,11106.0,,
ANIMALS & TRANSPORTATION,Clothes Contact,Bloodlands Empire,72918.0,115668.0,-0.3695922813569872
JEWELRY,Bardic College Union,Waterdhavian Empire,12727.0,11782.0,0.08020709556951289
SUMMONING DEVICE,Private Buyer,United Moonshae Empire,282958.0,313281.0,-0.0967916981878888
MUSICAL INSTRUMENT,Three Wishes,Old Empire,2592.0,24713.0,-0.8951159308865779
ANIMALS & TRANSPORTATION,Clothes Contact,Calim Empire,57326.0,76455.0,-0.25019946373683866
SUMMONING DEVICE,Private Buyer,Thayan Empire,215051.0,194266.0,0.10699247423635638
ANIMALS & TRANSPORTATION,Clothes Contact,Dwarven Empire,32990.0,44563.0,-0.25969975091443576
MUSICAL INSTRUMENT,Three Wishes,Purple Dragon Empire,77924.0,73066.0,0.0664878329181835
JEWELRY,Bardic College Union,Thayan Empire,45025.0,92489.0,-0.5131853517715621
SUMMONING DEVICE,Private Buyer,Calim Empire,450905.0,234841.0,0.9200437742983552
ANIMALS & TRANSPORTATION,Black Phoenix,Halruaan Empire,158432.0,97060.0,0.6323099113950135
JEWELRY,Bottle's Up,Dwarven Empire,8086.0,16250.0,-0.5024
JEWELRY,Clothes Contact,None Empire,6088.0,304.0,19.026315789473685
ADVENTURING EQUIPMENT,Zhentarim,Old Empire,68088.0,45277.0,0.5038098813967355
MUSICAL INSTRUMENT,Private Buyer,Calim Empire,327206.0,206510.0,0.5844559585492228
TOOLS & KITS,Bardic College Union,Calim Empire,202353.0,211715.0,-0.04421982381975764
ADVENTURING EQUIPMENT,Zhentarim,Purple Dragon Empire,349277.0,403017.0,-0.13334425098693103
JEWELRY,Clothes Contact,New Neverwinter Empire,8259.0,30776.0,-0.7316415388614506
TOOLS & KITS,Bardic College Union,Bloodlands Empire,23958.0,56798.0,-0.5781893728652417
MUSICAL INSTRUMENT,Private Buyer,Dwarven Empire,59455.0,50557.0,0.17599936705105135
ADVENTURING EQUIPMENT,Zhentarim,Southern Empire,67338.0,37922.0,0.7756974843098994
TOOLS & KITS,Bardic College Union,Dwarven Empire,55648.0,39907.0,0.39444207783095697
JEWELRY,Clothes Contact,Halruaan Empire,149927.0,178659.0,-0.16082033370834947
ADVENTURING EQUIPMENT,Zhentarim,Thayan Empire,250174.0,210402.0,0.18902862140093735
MUSICAL INSTRUMENT,Private Buyer,Eastern Empire,49614.0,60245.0,-0.17646277699394142
SUMMONING DEVICE,Zhentarim,Western Empire,3658.0,8254.0,-0.5568209353040949
JEWELRY,Clothes Contact,Dwarven Empire,13178.0,51252.0,-0.7428783266994459
ADVENTURING EQUIPMENT,Zhentarim,Waterdhavian Empire,123414.0,66884.0,0.845194665390826
MUSICAL INSTRUMENT,Private Buyer,Halruaan Empire,112654.0,111499.0,0.010358837298989121
SUMMONING DEVICE,Zhentarim,Waterdhavian Empire,9199.0,705.0,12.04822695035461
ADVENTURING EQUIPMENT,Zhentarim,Western Empire,57287.0,52826.0,0.08444705258774099
JEWELRY,Clothes Contact,Calim Empire,66051.0,57240.0,0.1539308176100629
TOOLS & KITS,Bardic College Union,Amnian Empire,227369.0,283264.0,-0.19732475711703568
MUSICAL INSTRUMENT,Private Buyer,Bloodlands Empire,123194.0,117243.0,0.05075782775943982
ADVENTURING EQUIPMENT,Zhentarim,Halruaan Empire,708826.0,644015.0,0.10063585475493575
TOOLS & KITS,Bardic College Union,Halruaan Empire,250526.0,183031.0,0.3687626686189771
ADVENTURING EQUIPMENT,Three Wishes,United Moonshae Empire,2879.0,45895.0,-0.9372698551040418
TOOLS & KITS,Bardic College Union,Western Empire,28208.0,33243.0,-0.15146045784074846
JEWELRY,Clothes Contact,Western Empire,21775.0,14839.0,0.4674169418424423
ADVENTURING EQUIPMENT,Three Wishes,Waterdhavian Empire,232952.0,324541.0,-0.2822108762837361
TOOLS & KITS,Bardic College Union,Waterdhavian Empire,24294.0,8352.0,1.908764367816092
MUSICAL INSTRUMENT,Order of the Gauntlet,Thayan Empire,36624.0,14129.0,1.59211550711303
JEWELRY,Clothes Contact,Waterdhavian Empire,28597.0,40917.0,-0.3010973434024977
ADVENTURING EQUIPMENT,Zhentarim,Amnian Empire,836043.0,784563.0,0.06561614554854112
TOOLS & KITS,Bardic College Union,United Moonshae Empire,20070.0,,
MUSICAL INSTRUMENT,Order of the Gauntlet,United Moonshae Empire,4352.0,5815.0,-0.25159071367153907
TOOLS & KITS,Bardic College Union,Thayan Empire,165166.0,128218.0,0.28816546818699407
JEWELRY,Clothes Contact,Thayan Empire,40064.0,51187.0,-0.21730126790005277
ADVENTURING EQUIPMENT,Zhentarim,Bloodlands Empire,315149.0,377058.0,-0.1641895941738406
MUSICAL INSTRUMENT,Order of the Gauntlet,Waterdhavian Empire,23978.0,9775.0,1.4529923273657288
TOOLS & KITS,Bardic College Union,Purple Dragon Empire,137731.0,98333.0,0.4006589852846958
ADVENTURING EQUIPMENT,Zhentarim,Calim Empire,415626.0,405652.0,0.02458757752950813
JEWELRY,Clothes Contact,Purple Dragon Empire,117860.0,70347.0,0.675409043740316
TOOLS & KITS,Bardic College Union,Old Empire,47659.0,43968.0,0.08394741630276559
MUSICAL INSTRUMENT,Private Buyer,Amnian Empire,303947.0,343451.0,-0.11502077443361647
ADVENTURING EQUIPMENT,Zhentarim,Dwarven Empire,199206.0,355335.0,-0.43938536873654443
JEWELRY,Clothes Contact,Old Empire,4140.0,3152.0,0.3134517766497462
SUMMONING DEVICE,Zhentarim,Thayan Empire,39468.0,29108.0,0.3559158994090972
MUSICAL INSTRUMENT,Private Buyer,New Neverwinter Empire,94022.0,63104.0,0.4899530933062881
ANIMALS & TRANSPORTATION,Bardic College Union,Amnian Empire,115330.0,90563.0,0.27347813124565223
JEWELRY,Clothes Contact,Bloodlands Empire,96591.0,68466.0,0.4107878362983086
MUSICAL INSTRUMENT,Private Buyer,Waterdhavian Empire,102621.0,90450.0,0.13456053067993357
ANIMALS & TRANSPORTATION,Bardic College Union,United Moonshae Empire,2805.0,,
JEWELRY,Bottle's Up,Southern Empire,10127.0,20297.0,-0.501059269842834
SUMMONING DEVICE,Three Wishes,Waterdhavian Empire,13455.0,41957.0,-0.679314536310985
ANIMALS & TRANSPORTATION,Bardic College Union,Waterdhavian Empire,11114.0,8716.0,0.2751262046810463
MUSICAL INSTRUMENT,Private Buyer,Western Empire,15041.0,27224.0,-0.4475095503967088
ANIMALS & TRANSPORTATION,Bardic College Union,Western Empire,15440.0,3990.0,2.869674185463659
JEWELRY,Bottle's Up,Purple Dragon Empire,92641.0,51091.0,0.8132547806854435
SUMMONING DEVICE,Three Wishes,Thayan Empire,45923.0,22792.0,1.01487363987364
ANIMALS & TRANSPORTATION,Black Phoenix,Amnian Empire,181310.0,130662.0,0.3876260886868408
MUSICAL INSTRUMENT,Sprite's & Spirits,Amnian Empire,43270.0,86753.0,-0.5012276232522218
JEWELRY,Bottle's Up,Old Empire,5602.0,17721.0,-0.6838778849952034
SUMMONING DEVICE,Three Wishes,Southern Empire,21499.0,2546.0,7.4442262372348775
ANIMALS & TRANSPORTATION,Black Phoenix,Bloodlands Empire,3112.0,22985.0,-0.8646073526212747
SUMMONING DEVICE,Three Wishes,Purple Dragon Empire,62002.0,73785.0,-0.15969370468252353
MUSICAL INSTRUMENT,Sprite's & Spirits,Bloodlands Empire,14689.0,5275.0,1.784644549763033
ANIMALS & TRANSPORTATION,Black Phoenix,Calim Empire,97900.0,97864.0,0.00036785743480738375
JEWELRY,Bottle's Up,Halruaan Empire,85159.0,72859.0,0.16881922617658773
SUMMONING DEVICE,Three Wishes,Old Empire,3159.0,6502.0,-0.5141494924638572
ANIMALS & TRANSPORTATION,Black Phoenix,Dwarven Empire,18750.0,15544.0,0.20625321667524443
MUSICAL INSTRUMENT,Sprite's & Spirits,Calim Empire,40500.0,11580.0,2.4974093264248705
SUMMONING DEVICE,Zhentarim,Amnian Empire,77899.0,98784.0,-0.21142087787495956
SUMMONING DEVICE,Three Wishes,None Empire,1074.0,4097.0,-0.7378569685135465
ANIMALS & TRANSPORTATION,Bardic College Union,Thayan Empire,62201.0,68370.0,-0.09022963287991814
MUSICAL INSTRUMENT,Private Buyer,United Moonshae Empire,244701.0,292663.0,-0.1638813242534929
SUMMONING DEVICE,Zhentarim,Southern Empire,12324.0,3648.0,2.3782894736842106
ANIMALS & TRANSPORTATION,Bardic College Union,Bloodlands Empire,17005.0,31513.0,-0.4603814298860788
MUSICAL INSTRUMENT,Private Buyer,None Empire,44612.0,14543.0,2.067592656260744
SUMMONING DEVICE,Zhentarim,Purple Dragon Empire,57559.0,42277.0,0.3614731414244152
JEWELRY,Clothes Contact,Amnian Empire,163397.0,137713.0,0.18650381590699494
ANIMALS & TRANSPORTATION,Bardic College Union,Calim Empire,108980.0,100197.0,0.0876573150892741
SUMMONING DEVICE,Zhentarim,Old Empire,3908.0,3631.0,0.07628752409804451
MUSICAL INSTRUMENT,Private Buyer,Old Empire,22278.0,19155.0,0.16303837118245879
ANIMALS & TRANSPORTATION,Bardic College Union,Dwarven Empire,44815.0,30827.0,0.45375806922503004
JEWELRY,Bottle's Up,Western Empire,3192.0,18315.0,-0.8257166257166257
SUMMONING DEVICE,Zhentarim,Halruaan Empire,65382.0,74580.0,-0.12333065164923573
MUSICAL INSTRUMENT,Private Buyer,Purple Dragon Empire,211717.0,116262.0,0.8210335277218697
ANIMALS & TRANSPORTATION,Bardic College Union,Halruaan Empire,81073.0,95915.0,-0.15474117708387636
JEWELRY,Bottle's Up,Waterdhavian Empire,22683.0,37082.0,-0.38830160185534757
SUMMONING DEVICE,Zhentarim,Dwarven Empire,9541.0,26993.0,-0.6465379913310858
ANIMALS & TRANSPORTATION,Bardic College Union,Old Empire,2077.0,9052.0,-0.7705479452054794
MUSICAL INSTRUMENT,Private Buyer,Thayan Empire,156868.0,211147.0,-0.25706735118187807
SUMMONING DEVICE,Zhentarim,Calim Empire,33236.0,18128.0,0.8334068843777582
JEWELRY,Bottle's Up,United Moonshae Empire,4730.0,16857.0,-0.7194044017322181
ANIMALS & TRANSPORTATION,Bardic College Union,Purple Dragon Empire,46730.0,83833.0,-0.4425822766690921
SUMMONING DEVICE,Zhentarim,Bloodlands Empire,38899.0,32640.0,0.19175857843137245
JEWELRY,Bottle's Up,Thayan Empire,52272.0,56313.0,-0.0717596292152789
ANIMALS & TRANSPORTATION,Clothes Contact,Western Empire,6878.0,11883.0,-0.42118993520154846
MUSICAL INSTRUMENT,Zhentarim,Bloodlands Empire,38832.0,18903.0,1.0542770988731949
SUMMONING DEVICE,Private Buyer,Bloodlands Empire,147735.0,147563.0,0.0011656038437819483
ANIMALS & TRANSPORTATION,Night's Knights,United Moonshae Empire,11324.0,2699.0,3.1956280103742127
SUMMONING DEVICE,No Key Account,Calim Empire,1015825.0,906837.0,0.12018477411045203
POTIONS & SCROLLS,Black Phoenix,Thayan Empire,115896.0,80664.0,0.43677476941386484
ANIMALS & TRANSPORTATION,Night's Knights,Waterdhavian Empire,34768.0,30643.0,0.13461475704075965
SUMMONING DEVICE,No Key Account,Bloodlands Empire,677891.0,757517.0,-0.10511447267850094
ARMS & ARMOUR,Sprite's & Spirits,Thayan Empire,546906.0,274630.0,0.9914284673924918
